brand;name;type;olfactive-family;pyramid_note;top_notes;middle_notes;base_notes;recommended_usage
Amouage;Myths Man;Eau de Parfum;Amber;Top/Middle/Base;Chrysanthemum, Orris Root;Elemi, Rum, Vetiver, Rose;Ash, Leather, Labdanum;20%
Chanel;N°19 EDP;Eau de Parfum;Floral, Green;Top/Middle/Base;Green Notes, Bergamot, Neroli;Iris, Rose, Narcissus, Lily-of-the-valley, Ylang-Ylang;Oakmoss, Vetiver, Leather, Sandalwood;18-20%
Chanel;N°5 EDP;Eau de Parfum;Aldehydic, Floral;Top/Middle/Base;Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach;Iris, Jasmine, Rose, Lily-of-the-valley;Sandalwood, Vanilla, Oakmoss, Vetiver, Patchouli;15-20%
Narciso Rodriguez;Narciso For Her;Eau de Toilette;Floral, Woody;Top/Middle/Base;Orange Blossom, Osmanthus, Bergamot;Musk, Amber;Vetiver, Vanilla, Patchouli;14-15%
Narciso Rodriguez;Narciso for Him;Eau de Toilette;Aromatic, Fougère;Top/Middle/Base;Violet Leaf;Patchouli;Musk, Amber;10-12%
Nasomatto;Narcotic Delight;Eau de Parfum;Oriental;Top/Middle/Base;Cherry, Black Pepper, Pink Pepper;Cognac, Hedione, Rose;Tobacco, Vanilla, Tonka Bean, Cedarwood, Patchouli;14-17%
Nasomatto;Narcotic Venus;Parfum;Floral;Top/Middle/Base;Green Notes;Jasmine, Lily, Tuberose, Spicy Notes;Cedarwood, Musk, Woody Notes;20-25%
Xerjoff;Naxos;Eau de Parfum;Aromatic, Spicy;Top/Middle/Base;Lavender, Bergamot, Lemon;Honey, Cinnamon, Cashmeran, Jasmine;Tobacco Leaf, Tonka Bean, Vanilla;18-20%
Jo Malone;Nectarine Blossom & Honey;Eau de Cologne;Floral, Fruity, Gourmand;Top/Middle/Base;Green Notes, Black Currant, Petitgrain;Nectarine, Honey;Peach, Plum, Vetiver;8-12%
Guerlain;Néroli Outrenoir;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Petitgrain, Bergamot, Tangerine, Lemon, Grapefruit;Tea, Neroli, Orange Blossom, Smoke, Earthy Notes;Myrrh, Vanilla, Benzoin, Ambrette, Oakmoss;20%
Tom Ford;Neroli Portofino;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Bergamot, Bitter Orange, Lavender, Lemon, Mandarin Orange, Myrtle, Rosemary;Jasmine, Neroli, Orange Blossom, Pittosporum;Amber, Ambrette, Angelica;20%
Tom Ford;Neroli Portofino Acqua;Eau de Toilette;Citrus;Top/Middle/Base;Bergamot, Lemon, Petitgrain;Neroli, Orange Blossom;White Musk, Amberwood;12-15%
Tom Ford;Neroli Portofino Forte;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Neroli, Bergamot, Blood Orange;Lavender, Basil, Galbanum, Orange Blossom;Leather, Woody Notes, Musk;25%
The House of Oud;Neverending;Eau de Parfum;Amber, Floral;Top/Middle/Base;Spices, Cumin, Nutmeg, Black Pepper, Grapefruit;Suede, Tuberose, Jasmine;Black Vanilla Husk, Guaiac Wood, Amber, Musk, Cypriol, Virginian Cedarwood;20%
Xerjoff;Nio;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Bergamot, Green Notes, Neroli;Cardamom, Pink Pepper, Jasmine, Nutmeg;Vetiver, Cedarwood, Guaiac Wood, Patchouli, Amber;20%
Parfums de Marly;Nisean;Eau de Parfum;Oriental, Spicy;Top/Middle/Base;Pink Pepper, Grapefruit, Lime;Saffron, Labdanum, Olibanum, Rose, Geranium;Woody Notes, Patchouli, Amber, Cedarwood;16-18%
Tom Ford;Noir;Eau de Parfum;Spicy, Aromatic;Top/Middle/Base;Bergamot, Caraway, Pink Pepper, Verbena, Violet;Black Pepper, Bulgarian Rose, Clary Sage, Geranium, Iris, Nutmeg;Amber, Benzoin, Civet, Leather, Opoponax, Patchouli, Styrax, Vanilla, Vetiver;16-18%
Tom Ford;Noir Anthracite;Eau de Parfum;Chypre;Top/Middle/Base;Bergamot, Ginger, Sichuan Pepper;Galbanum, Jasmine, Spices;Amberwood, Birch, Cedarwood, Ebony Wood, Patchouli, Sandalwood;17-20%
Tom Ford;Noir de Noir;Eau de Parfum;Chypre;Top/Middle/Base;Saffron;Black Rose, Floral Notes, Truffle;Agarwood, Oakmoss, Patchouli, Vanilla;22-24%
Tom Ford;Noir Extreme;Eau de Parfum;Amber, Woody;Top/Middle/Base;Cardamom, Nutmeg, Saffron, Mandarin Orange, Neroli;Kulfi, Rose, Mastic, Orange Blossom, Jasmine;Vanilla, Amber, Woody Notes, Sandalwood;16-18%
Tom Ford;Noir Extreme Parfum;Eau de Parfum;Amber;Top/Middle/Base;Cardamom, Ginger, Mandarin Orange, Neroli, Citruses;Kulfi, Bulgarian Rose, Orange Blossom, Jasmine;Vanilla, Leather, Suede, Amber, Guaiac Wood, Tonka Bean, Cedarwood;20%
Tom Ford;Noir Pour Femme;Eau de Parfum;Amber;Top/Middle/Base;Bergamot, Bitter Orange, Ginger, Mandarin Orange;Jasmine, Kulfi, Orange Blossom, Rose;Amber, Mastic, Sandalwood, Vanilla;20-25%
Maison Francis Kurkdjian;Nouveau Monde;Eau de Parfum;Amber;Top/Middle/Base;Saffron, Frankincense;Rose, Black Currant;Leather, Patchouli, Amberwood, Vanilla, Caramel, Agarwood, Cocoa;18-20%
Louis Vuitton;Nuit de Feu;Eau de Parfum;Amber, Woody;Top/Middle/Base;Incense;Leather;Agarwood, Musk;16-18%
Parfums de Marly;Oajan;Eau de Parfum;Amber;Top/Middle/Base;Honey, Cinnamon, Osmanthus;Amber, Labdanum, Benzoin;Vanilla, Tonka Bean, Patchouli, Davana;20-24%
The Merchant of Venice;Oceania;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Lavender, Grapefruit, Lemon, Bergamot, Mandarin Orange, Lime, Rosemary, Thyme, Litsea Cubeba;Violet, Geranium, Jasmine, Jasmine Sambac, Ylang-Ylang;Musk, Oakmoss, Cedarwood, Iris, Juniper Berry, Vetiver, Sandalwood, Benzoin, Galbanum, Vanilla, Labdanum;25-27%
Fragrance One;Office for Men;Eau de Parfum;Woody;Top/Middle/Base;Ambroxan, Bergamot, Iris;Cachalox, Paradisone, Pink Pepper;Musk, Woody Notes, Patchouli;20-21%
Boucheron;Ofrésia;Eau de Toilette;Floral;Top/Middle/Base;Black Pepper;Freesia, Carnation;Guaiac Wood;15%
Paco Rabanne;Olympéa;Eau de Parfum;Floral, Amber;Top/Middle/Base;Ginger Flower, Green Mandarin, Water Jasmine;Salt, Vanilla;Ambergris, Cashmere Wood, Sandalwood;15-20%
Paco Rabanne;Olympéa Blossom;Eau de Parfum;Chypre, Fruity;Top/Middle/Base;Damask Rose, Pink Pepper;Pear, Sorbet, Black Currant;Vanilla, Salt, Cashmeran, Patchouli;20%
Tom Ford;Ombré Leather;Eau de Parfum;Leather;Top/Middle/Base;Cardamom;Jasmine, Leather;Amber, Oakmoss, Patchouli;15-20%
Tom Ford;Ombré Leather Parfum;Parfum;Leather;Top/Middle/Base;Violet Leaf, Cedarwood;Jasmine Sambac, Orris Root;Leather, Woody Notes, Tobacco;20-25%
Lalique;Ombre Noire;Eau de Parfum;Amber, Spicy;Top/Middle/Base;Fig Leaf, Mint, Bergamot;Tobacco Leaf, Cinnamon, Cypriol;Cognac, Myrrh, Olibanum, Cedarwood, Tonka Bean;20%
Louis Vuitton;Ombre Nomade;Eau de Parfum;Amber, Woody;Top/Middle/Base;Saffron, Raspberry, Incense;Rose, Geranium, Birch;Benzoin, Amberwood, Agarwood;20%
Louis Vuitton;On The Beach;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Yuzu, Neroli;Rosemary, Thyme, Sand, Clove, Pink Pepper;Cypress;17-18%
Calvin Klein;One Shock for Him;Eau de Toilette;Amber, Spicy;Top/Middle/Base;Lavender, Clementine, Cucumber;Cardamom, Black Pepper, Basil, Osmanthus;Tobacco, Amber, Patchouli, Woody Notes, Musk;13-15%
Amouage;Opus V Woods Symphony;Eau de Parfum;Floral, Amber, Woody;Top/Middle/Base;Orris Absolute, Rum;Orris Concrete, Rose, Jasmine;Agarwood, Civet, Dry Wood;22-24%
Amouage;Opus VII Reckless Leather;Eau de Parfum;Leather;Top/Middle/Base;Galbanum, Pink Pepper, Cardamom, Nutmeg, Fenugreek;Agarwood Smoke, Patchouli, Ambroxan, Leather, Ambergris;Costus, Musk, Sandalwood, Olibanum, Cypriol;18-20%
Amouage;Opus XIV Royal Tobacco;Eau de Parfum;Aromatic;Top/Middle/Base;Anise, Elemi, Cardamom, Basil, Bergamot, Olibanum;Tobacco, Licorice, Fenugreek, Prunol, Lavender, Osmanthus, Orange Blossom, Rose;Olibanum, Bourbon Vanilla, Myrrh, Birch Tar, Benzoin, Agarwood, Labdanum, Peru Balsam;22-25%
Amouage;Opus XV King Blue;Eau de Parfum;Amber, Woody;Top/Middle/Base;Mandarin Orange, Black Currant, Pink Pepper;Frankincense, Amber;Sandalwood, Oakwood, Agarwood, Patchouli, Leather;30-35%
Louis Vuitton;Orage;Eau de Parfum;Woody;Top/Middle/Base;Bergamot, Grapefruit;Iris, Jasmine, Black Pepper;Patchouli, Vetiver, Ambrette;20%
Tom Ford;Orchid Soleil;Eau de Parfum;Floral, Amber;Top/Middle/Base;Bitter Orange, Cypress, Pink Pepper;Red Lily, Tuberose;Chestnut, Orchid, Patchouli, Vanilla, Whipped Cream;16-18%
Parfums de Marly;Oriana;Eau de Parfum;Floral, Fruity, Gourmand;Top/Middle/Base;Mandarin Orange, Bergamot, Grapefruit;Orange Blossom, Raspberry, Black Currant;Whipped Cream, Marshmallow, Musk, Ambrette;20-24%
Creed;Original Santal;Eau de Parfum;Woody, Oriental;Top/Middle/Base;Cinnamon, Ginger, Orange Blossom, Bergamot, Mandarin Orange, Juniper Berry;Lavender, Peppermint, Pink Pepper, Rosemary, Coriander;Ambergris, Musk, Vanilla, Cedarwood, Sandalwood;20%
Jo Malone;Oud & Bergamot;Eau de Toilette;Amber;Top/Middle/Base;Bergamot, Lemon, Orange;Cedarwood;Agarwood;15%
Le Labo;Oud 27;Eau de Parfum;Amber, Woody;Top/Middle/Base;Aldehydes;Bulgarian Rose, Agarwood, Cedarwood;Civet, Ambergris, Musk, Vetiver, Patchouli, Amber;20%
Tom Ford;Oud Fleur;Eau de Parfum;Woody, Chypre;Top/Middle/Base;Rose;Patchouli, Resins;Agarwood, Sandalwood;20%
Initio;Oud for Greatness;Eau de Parfum;Woody;Top/Middle/Base;Saffron, Nutmeg, Lavender;Agarwood;Patchouli, Musk;10%
Initio;Oud for Greatness Neo;Eau de Parfum;Aromatic, Spicy;Top/Middle/Base;Bergamot, Saffron;Lavender;Agarwood, Fir Balsam;15%
Initio;Oud for Happiness;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Bergamot, Ginger;Licorice, Agarwood, Cedarwood;Vanilla, Musk, Herbal Notes;15-20%
Dior;Oud Ispahan;Eau de Parfum;Oriental, Floral;Top/Middle/Base;Labdanum;Rose, Patchouli, Saffron;Agarwood, Sandalwood, Cedarwood;15-16%
Tom Ford;Oud Minérale;Eau de Parfum;Woody, Aquatic;Top/Middle/Base;Sea Notes, Sea Salt, Seaweed;Pepperwood, Pink Pepper, Styrax;Agarwood, Ambergris, Fir Balsam;20%
Versace;Oud Noir Intense;Eau de Parfum;Amber, Spicy;Top/Middle/Base;Cardamom, Bergamot;Rose, Jasmine;Agarwood, Musk, Saffron, Sandalwood, Patchouli, Amber, Vanilla;20%
Maison Francis Kurkdjian;Oud Satin Mood;Eau de Parfum;Amber, Woody;Top/Middle/Base;Turkish Rose;Bulgarian Rose, Violet;Agarwood, Benzoin, Vanilla;20%
Atelier Cologne;Oud Tobacco;Eau de Parfum;Amber, Woody;Top/Middle/Base;Sumac, Citruses, Cumin;Agarwood, Orange Blossom, Incense;Tonka Bean, Tobacco, Agarwood;20-25%
Tom Ford;Oud Wood;Eau de Parfum;Amber, Woody;Top/Middle/Base;Cardamom, Rosewood, Sichuan Pepper;Agarwood, Sandalwood, Vetiver;Amber, Tonka Bean, Vanilla;20%
Tom Ford;Oud Wood Intense;Eau de Parfum;Amber, Woody;Top/Middle/Base;Juniper Berry, Ginger;Angelica, Cypress;Castoreum, Agarwood;20%
Paco Rabanne;P. Black;Eau de Toilette;Woody, Aromatic;Top/Middle/Base;Lemon, Mango, Tangerine;Clary Sage, Wormwood;Patchouli, Sandalwood, Tonka Bean;10-15%
Porsche Design;P. EST. 67;Eau de Toilette;Woody, Citrus;Top/Middle/Base;Bergamot, Watery Notes, Lavandin;Pineapple, Geranium, Sunflower Seeds, Clary Sage;Vetiver, Sandalwood, Patchouli;10%
Paco Rabanne;P. Green;Eau de Toilette;Woody, Chypre;Top/Middle/Base;Juniper Berry, Artemisia, Caraway, Basil, Coriander, Bergamot;Pine, Leather, Chamomile, Pink Pepper, Carnation, Geranium, Jasmine, Rose;Tobacco, Oakmoss, Patchouli, Cedarwood, Vetiver, Musk, Amber;10%
Paco Rabanne;P. L’Homme;Eau de Toilette;Woody, Chypre;Top/Middle/Base;Black Pepper, Cardamom, Carrot Seeds, Neroli;Geranium, Iris, Mate, Violet;Amber, Cedarwood, Patchouli, Sandalwood;12-15%
Paco Rabanne;P. Ultra Blue;Eau de Toilette;Aromatic;Top/Middle/Base;Citron, Lemon, Basil, Lemon Verbena;Mineral notes;Salt, Musk, Woody Notes;13-15%
Paco Rabanne;Pacific Chill;Eau de Parfum;Aromatic, Fruity;Top/Middle/Base;Orange, Citron, Lemon, Mint, Black Currant, Coriander;Apricot, Basil, Carrot Seeds, Rose de Mai;Dates, Fig, Ambrette;20-25%
Chanel;Paradoxe;Eau de Parfum;Oriental, Floral;Top/Middle/Base;Pear, Tangerine, Bergamot;Orange Blossom, Neroli, Jasmine Sambac;Bourbon Vanilla, Amber, White Musk, Benzoin;15-20%
Parfums de Marly;Paragon;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Lavender, Clary Sage, Bergamot;Plum, Palo Santo, Black Pepper;Sandalwood, Agarwood;20-22%
Nasomatto;Pardon;Parfum;Woody, Amber;Top/Middle/Base;Magnolia, Floral Notes;Chocolate, Tonka Bean, Cinnamon;Agarwood, Sandalwood;20-25%
Diptyque;Paris-Paris;Eau de Toilette;Chypre, Floral;Top/Middle/Base;Citruses, Pink Pepper;Rose;Patchouli;10-15%
La Martina;Pasión for Him;Eau de Parfum;Amber, Woody;Top/Middle/Base;Olibanum, Neroli, Pink Pepper;Iris, Myrrh, Cedarwood;Sandalwood, Bourbon Vanilla, Tonka Bean, Amberwood, Dark Woods;20%
Le Labo;Patchouli 24;Eau de Parfum;Chypre, Woody;Top/Middle/Base;Patchouli;Birch Tar, Styrax;Vanilla;10%
Tom Ford;Patchouli Absolu;Eau de Parfum;Woody;Top/Middle/Base;Laurel Leaf, Rosemary;Cashmere Wood, Cypriol, Guaiac Wood, Patchouli;Amber, Leather, Musk, Oakmoss, Tonka Bean;20%
Parfums de Marly;Pegasus;Eau de Parfum;Amber, Fougère;Top/Middle/Base;Bergamot, Cypress, Heliotrope;Bitter Almond, Jasmine, Lavender;Amber, Sandalwood, Vanilla;20%
Parfums de Marly;Pegasus Exclusif;Parfum;Oriental, Woody;Top/Middle/Base;Cardamom, Heliotrope, Pink Pepper, Bergamot;Bitter Almond, Lavender, Geranium, Jasmine;Vanilla, Guaiac Wood, Agarwood, Sandalwood, Amber;20-22%
Jo Malone;Peony & Blush Suede;Eau de Toilette;Floral;Top/Middle/Base;Red Apple;Peony, Rose, Carnation, Jasmine;Suede;15%
Parfums de Marly;Percival;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Lavender, Mandarin Orange, Bergamot, Geranium;Violet, Coriander, Jasmine, Cinnamon;Ambroxan, Amberwood, Musk, Fir Balsam, Patchouli;20-25%
Tiziana Terenzi;Perseus;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Grapefruit, Bergamot, Black Currant;Vetiver, Green Mandarin, Geranium;Dry Wood, Ambergris, Cashmeran;20%
Paco Rabanne;Phantom;Eau de Toilette;Woody, Aromatic;Top/Middle/Base;Lemon, Lavender;Lavender, Earthy Notes, Smoke, Apple, Patchouli;Vanilla, Lavender, Vetiver;13-15%
Diptyque;Philosykos;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Fig Leaf;Coconut;Cedarwood;20%
Chanel;Platinum Egoiste;Eau de Toilette;Woody, Floral, Musk;Top/Middle/Base;Lavender, Rosemary, Neroli, Petitgrain;Geranium, Clary Sage, Galbanum, Jasmine;Oakmoss, Vetiver, Cedarwood, Sandalwood, Amber;13-15%
Tom Ford;Plum Japonais;Eau de Parfum;Floral, Fruity;Top/Middle/Base;Cinnamon, Saffron;Camellia, Cypress, Immortelle, Liquor, Plum, Plum Blossom;Agarwood, Amber, Benzoin, Fir Balsam, Vanilla;20%
Dior;Poison EDT;Eau de Toilette;Amber, Floral;Top/Middle/Base;Plum, Wild Berries, Coriander, Anise, Rosewood;Tuberose, Incense, Honey, Cinnamon, Opoponax, Carnation, Jasmine, Orange Blossom, Rose;Vanilla, Amber, Sandalwood, Musk, Heliotrope, Vetiver, Cedarwood;10-15%
Dior;Poison Girl;Eau de Parfum;Amber;Top/Middle/Base;Bitter Orange, Lemon;Damask Rose, Orange Blossom;Almond, Cashmeran, Heliotrope, Sandalwood, Tolu Balsam, Tonka Bean, Vanilla;20%
Frederic Malle;Portrait of a Lady;Eau de Parfum;Amber, Floral;Top/Middle/Base;Rose, Clove, Raspberry, Black Currant, Cinnamon;Patchouli, Incense, Sandalwood;Musk, Benzoin, Amber;15-20%
Amouage;Portrayal Man;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Violet Leaf;Vetiver;Cade;20-24%
Chanel;Pour Monsieur;Eau de Parfum;Chypre, Woody;Top/Middle/Base;Lemon, Lavender;Nutmeg;Vetiver, Vanilla;15-20%
Frédéric Malle;Promise;Eau de Parfum;Amber, Floral;Top/Middle/Base;Apple, Pink Pepper, Rosemary;Bulgarian Rose, Turkish Rose, Clove;Cypriol, Patchouli, Castoreum, Labdanum, Ambroxan;15-20%
Initio;Psychedelic Love;Eau de Parfum;Floral;Top/Middle/Base;Ylang-Ylang, Bergamot;Heliotrope, Hedione, Bulgarian Rose;Myrrh, Sandalwood;20-23%
Byredo;Pulp;Eau de Parfum;Floral, Fruity;Top/Middle/Base;Black Currant, Bergamot, Cardamom;Fig, Red Apple, Tiare;Praline, Peach Blossom, Cedarwood;20-25%
Kilian;Pure Oud;Eau de Parfum;Amber, Woody;Top/Middle/Base;Saffron;Agarwood, Copaíba Balsam;Cypriol, Guaiac Wood, Labdanum, Amber;20-24%
Paco Rabanne;Pure XS;Eau de Toilette;Amber, Spicy;Top/Middle/Base;Ginger, Thyme, Grapefruit, Bergamot, Green Notes;Vanilla, Liquor, Cinnamon, Leather, Apple;Myrrh, Sugar, Cedarwood, Woody Notes, Cashmeran, Patchouli;10-12%
Amouage;Purpose;Eau de Parfum;Amber, Woody;Top/Middle/Base;Bergamot, Pink Pepper, Olibanum, Allspice;Rose, Vetiver, Sandalwood, Cypriol;Saffron, Suede, Mystikal, Akigalawood;20%
The Merchant of Venice;Queen of Silk;Eau de Parfum;Oriental, Floral;Top/Middle/Base;Osmanthus, Magnolia, Saffron;Tuberose, Passionfruit, Agarwood, Patchouli;Vanilla, Incense, Myrrh, Ambroxan, Cedarwood, Musk;15%
Mancera;Red Tobacco;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Cinnamon, Agarwood, Saffron, Incense, Nutmeg, Green Apple, Peach;Patchouli, Jasmine;Tobacco, Vanilla, Amber, Sandalwood, Guaiac Wood, White Musk, Vetiver;20%
Amouage;Reflection Man;Eau de Parfum;Woody, Floral;Top/Middle/Base;Rosemary, Pink Pepper, Petitgrain;Jasmine, Neroli, Orris Root, Ylang-Ylang;Sandalwood, Vetiver, Cedarwood, Patchouli;20-25%
Amouage;Reflection Woman;Eau de Parfum;Floral;;Green Leaves, Freesia, Violet;Magnolia, Jasmine;Cedarwood, Sandalwood, Amber;20-22%
Initio;Rehab;Parfum;Woody, Aromatic;Top/Middle/Base;Lavender, Bergamot;Cedarwood, Vetiver, Patchouli;Sandalwood, Musk, Guaiac Wood;20-25%
Armani;Reine de Nuit;Parfum;Chypre, Floral;Top/Middle/Base;Black Currant, Saffron;Rose, Incense;Patchouli, Ambrette;25-30%
Xerjoff;Renaissance;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Lemon, Tangerine, Bergamot, Petitgrain;Mint, Lily-of-the-valley, Rose;Musk, Virginian Cedarwood, Amber, Patchouli;20%
By Kilian;Richwood;Eau de Parfum;Chypre, Woody;Top/Middle/Base;Mandarin Orange, Grapefruit, Bergamot, Black Currant;Rose, Geranium;Patchouli, Musk, Labdanum, Amber, Tonka Bean, Vanilla;20%
Acqua di Parma;Rosa Nobile;Eau de Parfum;Floral;Top/Middle/Base;Mandarin Orange, Bergamot, Black Pepper;Rose de Mai, Peony, Violet, Lily-of-the-valley;Musk, Cedarwood, Ambergris;20%
Le Labo;Rose 31;Eau de Parfum;Floral, Woody, Musk;Top/Middle/Base;Cumin, Rose;Rose, Vetiver, Cedarwood;Musk, Guaiac Wood, Agarwood, Olibanum, Labdanum;25%
Byredo;Rose Of No Man’s Land;Eau de Parfum;Amber, Spicy;Top/Middle/Base;Turkish Rose, Pink Pepper;Turkish Rose, Raspberry;Cypriol, Amber;20-25%
Tom Ford;Rose Prick;Eau de Parfum;Floral, Chypre;Top/Middle/Base;Sichuan Pepper, Turmeric;Bulgarian Rose, Rose de Mai, Turkish Rose;Patchouli, Tonka Bean;20-25%
Comme des Garcons;Rouge Chaotique;Parfum;Woody, Spicy;Top/Middle/Base;Saffron, Black Currant, Bergamot, Lemon;Plum, Oakwood, Praline;Agarwood, Patchouli, Cypriol;20-25%
Tom Ford;Rouge Malachite;Eau de Parfum;Amber, Floral;Top/Middle/Base;Pink Pepper, Clary Sage, Tuberose;Tuberose, Jasmine Sambac, Ylang-Ylang, Benzoin, Cashmeran, Orange Blossom;Tuberose, Amber;17-20%
Creed;Royal Mayfair;Eau de Parfum;Floral, Fruity;Top/Middle/Base;Gin, Lime, Orange, Pine;Rose, Green Notes;Eucalyptus, Cedarwood;17-20%
Creed;Royal Oud;Eau de Parfum;Amber, Fougère;Top/Middle/Base;Pink Pepper, Lime, Galbanum, Bergamot;Angelica, Cedarwood, Cardamom, Clove;Musk, Ambroxan, Frankincense, Guaiac Wood, Agarwood;15-17%
Creed;Royal Princess Oud;Eau de Parfum;Floral;Top/Middle/Base;Bergamot, Rose, Violet;Iris, Jasmine, Patchouli, Vanilla;Agarwood, Benzoin, Sandalwood, Styrax;20-25%
Creed;Royal Water;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Verbena, Mandarin Orange, Bergamot;Allspice, Basil, Cumin;Cedarwood, Musk;15-18%
Nasomatto;Sadonaso;Parfum;Oriental, Musk;Top/Middle/Base;Coffee;Musk, Sandalwood, Tobacco;Amber, Tonka Bean, Civet, Castoreum, Vanilla;18-20%
Profumum Roma;Sandalo;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Orange, Bergamot, Lemon, Petitgrain;Lavender, Cardamom;Sandalwood, Tonka Bean, Amber;16-20%
Le Labo;Santal 33;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Cardamom, Violet;Iris, Cypriol;Amber, Leather, Cedarwood, Sandalwood;20%
Tom Ford;Santal Blush;Eau de Parfum;Woody;Top/Middle/Base;Caraway, Carrot Seeds, Cinnamon, Fenugreek, Spices;Jasmine, Rose, Ylang-Ylang;Agarwood, Benzoin, Cedarwood, Musk, Sandalwood;15-20%
Dior;Sauvage Eau Forte;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Elemi, Spicy Notes;Lavender;Musk, Woody Notes;15-17%
Dior;Sauvage EDP;Eau de Parfum;Amber, Fougère;Top/Middle/Base;Bergamot;Sichuan Pepper, Lavender, Anise, Nutmeg;Ambroxan, Vanilla;18-20%
Dior;Sauvage EDT;Eau de Toilette;Aromatic, Fougère;Top/Middle/Base;Bergamot, Black Pepper;Elemi, Geranium, Lavender, Patchouli, Pink Pepper, Sichuan Pepper, Vetiver;Ambroxan, Cedarwood, Labdanum;10-15%
Dior;Sauvage Elixir;Eau de Parfum;Aromatic;Top/Middle/Base;Cardamom, Cinnamon, Grapefruit, Nutmeg;Lavender;Amber, Licorice, Patchouli, Sandalwood, Vetiver;25%
Dior;Sauvage Parfum;Parfum;Oriental;Top/Middle/Base;Bergamot, Elemi, Tangerine;Sandalwood;Frankincense, Tonka Bean, Vanilla;25%
Jean Paul Gaultier;Scandal Parfum Cologne;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Lavender, Lemon, Spearmint, Bergamot, Tarragon, Petitgrain, Basil;Lily-of-the-valley, Jasmine, Rose de Mai, Violet;Oakmoss, Clove, Ambergris, Vetiver, Patchouli, Tonka Bean, Cedarwood, Labdanum, Sandalwood, Musk, Cardamom, Cashmeran, Nutmeg, Rhubarb;15-20%
Jean Paul Gaultier;Scandal Pour Homme Absolu;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Mirabelle;Chestnut;Sandalwood;15-18%
Jean Paul Gaultier;Scandal Pour Homme Le Parfum;Eau de Parfum;Amber;Top/Middle/Base;Geranium;Tonka Bean;Sandalwood;18-22%
Le Labo;Search;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Lime, Lemon, Mandarin Orange;Olibanum, Elemi, Black Pepper;Cade, Vetiver, Guaiac Wood;16-17.5%
Parfums de Marly;Sedley;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Bergamot, Spearmint, Watery Notes;Geranium, Lavender, Solar Notes;Sandalwood, Incense, White Musk, Cedarwood;20%
Guerlain;Shalimar EDT;Eau de Toilette;Amber;Top/Middle/Base;Bergamot, Floral Notes;Iris, Rose, Jasmine;Vanilla, Tonka Bean;15%
Giorgio Armani;Si EDT;Eau de Toilette;Chypre;Top/Middle/Base;Bergamot, Black Currant, Mandarin Orange, Neroli, Pear;Freesia, Jasmine, Mango, Osmanthus, Rose de Mai, Strawberry;Amber, Musk, Patchouli, Vanilla, Woody Notes;15%
Initio;Side Effect;Eau de Parfum;Amber;Top/Middle/Base;Rum, Cinnamon;Tobacco;Vanilla;20-25%
Bvlgari;Silver Black;Eau de Toilette;Woody, Aromatic;Top/Middle/Base;Anise, Apple, Bergamot, Lime;Cardamom, Coriander, Juniper Berry;Patchouli, Sandalwood, Vetiver, White Musk;10-15%
Creed;Silver Mountain Water;Eau de Parfum;Aromatic;Top/Middle/Base;Bergamot, Mandarin Orange;Black Currant, Green Tea;Galbanum, Musk, Petitgrain, Sandalwood;17-20%
Nasomatto;Silver Oud;Eau de Parfum;Amber, Woody;Top/Middle/Base;Cypriol, Patchouli, Virginian Cedarwood;Agarwood, Vanilla;Castoreum, Birch, Ambrarome, Guaiac Wood;18-20%
Tom Ford;Sole di Positano;Eau de Parfum;Citrus;Top/Middle/Base;Bitter Orange, Mandarin Orange, Lemon, Bergamot, Petitgrain;Neroli, Orange Blossom, Jasmine, Shiso, Ylang-Ylang, Lily-of-the-valley;Oakmoss;25%
Tom Ford;Soleil Blanc;Eau de Parfum;Floral, Oriental;Top/Middle/Base;Bergamot, Cardamom, Pink Pepper, Pistachio;Jasmine, Tuberose, Ylang-Ylang;Amber, Benzoin, Coconut, Tonka Bean;20%
Tom Ford;Soleil Neige;Eau de Parfum;Amber, Floral;Top/Middle/Base;Bergamot, Carrot Seeds;White Flowers, Orange Blossom, Jasmine, Rose, Turkish Rose;Benzoin, Vanilla, Labdanum;20%
